time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),label_guodu,label_start
2.235,-0.0132,0.002,0.9966,0,0,0,0,0
2.24,-0.0132,0.0024,0.9985,0,0,0,0,0
2.245,-0.0132,0.0044,0.998,0,0,0,0,0
2.25,-0.0142,0.0039,0.9951,0,0,0,0,0
2.255,-0.0146,0.0044,0.9937,0,0,0,0,0
2.26,-0.0137,0.0034,0.9956,0,0,0,0,0
2.265,-0.0151,0.0044,0.9951,0,0,0,0,0
2.27,-0.0146,0.0024,0.9976,0,0,0,0,0
2.275,-0.0132,0.0029,0.9946,0,0,0,0,0
2.28,-0.0137,0.0029,0.9946,0,0,0,0,0
2.285,-0.0146,0.0015,0.9961,0,0,0,0,0
2.29,-0.0142,0.0024,0.999,0,0,0,0,0
2.295,-0.0146,0.0039,0.9951,0,0,0,0,0
2.3,-0.0122,-0.0005,0.9946,0,0,0,0,0
2.305,-0.0122,0.001,0.9956,0,0,0,0,0
2.31,-0.0156,0.001,0.9966,0,0,0,0,0
2.315,-0.0142,0.0029,0.9951,0,0,0,0,0
2.32,-0.0142,0.0029,0.9971,0,0,0,0,0
2.325,-0.0122,0.001,0.9971,0,0,0,0,0
2.33,-0.0117,0.0029,0.9976,0,0,0,0,0
2.335,-0.0156,0.0024,0.9961,0,0,0,0,0
2.34,-0.0137,0.002,0.9956,0,0,0,0,0
2.345,-0.0117,0.0005,0.9961,0,0,0,0,0
2.35,-0.0156,0.0024,0.998,0,0,0,0,0
2.355,-0.0151,0.0015,0.9951,0,0,0,0,0
2.36,-0.0142,0.0024,0.9956,0,0,0,0,0
2.365,-0.0122,0.0059,0.9927,0,0,0,0,0
2.37,-0.0127,0.001,0.9966,0,0,0,0,0
2.375,-0.0132,0.0034,0.9976,0,0,0,0,0
2.38,-0.0142,0.002,0.9941,0,0,0,0,0
2.385,-0.0112,0.0039,0.998,0,0,0,0,0
2.39,-0.0137,0.0029,0.9985,0,0,0,0,0
2.395,-0.0127,0.0054,0.9961,0,0,0,0,0
2.4,-0.0127,0.0039,0.9961,0,0,0,0,0
2.405,-0.0142,0.0039,0.9932,0,0,0,0,0
2.41,-0.0161,0.0024,0.9971,0,0,0,0,0
2.415,-0.0132,0.0015,0.999,0,0,0,0,0
2.42,-0.0151,0.002,0.9971,0,0,0,0,0
2.425,-0.0122,0.0039,0.9971,0,0,0,0,0
2.43,-0.0146,0.0005,0.9976,0,0,0,0,0
2.435,-0.0137,0.0034,0.9961,0,0,0,0,0
2.44,-0.0146,0.0029,0.9956,0,0,0,0,0
2.445,-0.0132,0.0029,0.9941,0,0,0,0,0
2.45,-0.0137,0.0034,0.9941,0,0,0,0,0
2.455,-0.0132,0.002,0.9971,0,0,0,0,0
2.46,-0.0151,0.0005,0.9951,0,0,0,0,0
2.465,-0.0132,0.0034,0.9966,0,0,0,0,0
2.47,-0.0137,0.0024,0.9956,0,0,0,0,0
2.475,-0.0122,0.0029,0.9946,0,0,0,0,0
2.48,-0.0142,0.0015,0.9966,0,0,0,0,0
2.485,-0.0142,0.0024,0.9927,0,0,0,0,0
2.49,-0.0146,0.002,0.9976,0,0,0,0,0
2.495,-0.0146,0.0034,0.998,0,0,0,0,0
2.5,-0.0127,0.0024,0.998,0,0,0,0,0
2.505,-0.0137,0.0039,0.9946,0,0,0,0,0
2.51,-0.0156,0.0005,0.998,0,0,0,0,0
2.515,-0.0142,0.0024,0.9966,0,0,0,0,0
2.52,-0.0146,0.0029,0.9961,0,0,0,0,0
2.525,-0.0122,0.001,0.9951,0,0,0,0,0
2.53,-0.0137,0.0029,0.998,0,0,0,0,0
2.535,-0.0132,0.0015,0.9961,0,0,0,0,0
2.54,-0.0137,0.0015,0.9976,0,0,0,0,0
2.545,-0.0127,0.0034,0.9956,0,0,0,0,0
2.55,-0.0117,0.0029,0.9937,0,0,0,0,0
2.555,-0.0137,0.0034,0.9961,0,0,0,0,0
2.56,-0.0142,0.002,0.9961,0,0,0,0,0
2.565,-0.0146,0.0034,0.9951,0,0,0,0,0
2.57,-0.0132,0.001,0.9966,0,0,0,0,0
2.575,-0.0122,0.0024,0.9971,0,0,0,0,0
2.58,-0.0132,0.0029,0.9946,0,0,0,0,0
2.585,-0.0137,0.0015,0.9956,0,0,0,0,0
2.59,-0.0132,0.001,0.998,0,0,0,0,0
2.595,-0.0156,0.0024,0.9937,0,0,0,0,0
2.6,-0.0142,0.0029,0.9971,0,0,0,0,0
2.605,-0.0127,0.0024,0.9971,0,0,0,0,0
2.61,-0.0142,0.002,0.9932,0,0,0,0,0
2.615,-0.0137,0.002,0.9971,0,0,0,0,0
2.62,-0.0146,0.0029,0.9956,0,0,0,0,0
2.625,-0.0127,0.001,0.9956,0,0,0,0,0
2.63,-0.0127,0.0005,0.9946,0,0,0,0,0
2.635,-0.0151,0.0044,0.998,0,0,0,0,0
2.64,-0.0132,0.0039,0.9961,0,0,0,0,0
2.645,-0.0117,0.0029,0.9976,0,0,0,0,0
2.65,-0.0127,0.0015,0.9971,0,0,0,0,0
2.655,-0.0146,0.0039,0.9985,0,0,0,0,0
2.66,-0.0122,0.0049,0.9951,0,0,0,0,0
2.665,-0.0137,0.002,0.9976,0,0,0,0,0
2.67,-0.0142,0.002,0.9976,0,0,0,0,0
2.675,-0.0146,0.002,0.9941,0,0,0,0,0
2.68,-0.0132,0.0024,0.9966,0,0,0,0,0
2.685,-0.0127,0.0034,0.9956,0,0,0,0,0
2.69,-0.0142,0.0044,0.9937,0,0,0,0,0
2.695,-0.0146,0.0024,0.9971,0,0,0,0,0
2.7,-0.0146,0.002,0.9966,0,0,0,0,0
2.705,-0.0137,0.0044,0.9956,0,0,0,0,0
2.71,-0.0137,0.0039,0.9971,0,0,0,0,0
2.715,-0.0142,0.002,0.9951,0,0,0,0,0
2.72,-0.0132,0.0039,0.9951,0,0,0,0,0
2.725,-0.0146,0.0039,0.9961,0,0,0,0,0
2.73,-0.0122,0.0015,0.9971,0,0,0,0,0
2.735,-0.0127,0.0029,0.9946,0,0,0,0,0
2.74,-0.0137,0.0015,0.998,0,0,0,0,0
2.745,-0.0142,0.0029,0.9941,0,0,0,0,0
2.75,-0.0156,0.0044,0.9961,0,0,0,0,0
2.755,-0.0137,0.0029,0.9961,0,0,0,0,0
2.76,-0.0142,0.0024,0.998,0,0,0,0,0
2.765,-0.0146,0.0059,0.9976,0,0,0,0,0
2.77,-0.0151,0.001,0.9976,0,0,0,0,0
2.775,-0.0142,0,0.9946,0,0,0,0,0
2.78,-0.0137,0.0034,0.9971,0,0,0,0,0
2.785,-0.0146,0.0024,0.9956,0,0,0,0,0
2.79,-0.0146,0.0034,0.9937,0,0,0,0,0
2.795,-0.0166,0.0024,0.9937,0,0,0,0,0
2.8,-0.0122,0.0044,0.9971,0,0,0,0,0
2.805,-0.0142,0.0039,0.9971,0,0,0,0,0
2.81,-0.0132,0.0039,0.9971,0,0,0,0,0
2.815,-0.0137,0.001,0.9946,0,0,0,0,0
2.82,-0.0142,0,0.9971,0,0,0,0,0
2.825,-0.0137,0.0039,0.9956,0,0,0,0,0
2.83,-0.0137,0.0015,0.9966,0,0,0,0,0
2.835,-0.0146,0.0015,0.9951,0,0,0,0,0
2.84,-0.0137,0,0.9985,0,0,0,0,0
2.845,-0.0127,0.002,0.9966,0,0,0,0,0
2.85,-0.0146,0.0034,0.9956,0,0,0,0,0
2.855,-0.0146,0.0029,0.9937,0,0,0,0,0
2.86,-0.0132,0.0005,0.9966,0,0,0,0,0
2.865,-0.0171,0.0015,0.9956,0,0,0,0,0
2.87,-0.0137,0.0029,0.9946,0,0,0,0,0
2.875,-0.0137,0.0049,0.9956,0,0,0,0,0
2.88,-0.0122,0.0015,0.9985,0,0,0,0,0
2.885,-0.0137,0.0029,0.9956,0,0,0,0,0
2.89,-0.0127,0.0029,0.9951,0,0,0,0,0
2.895,-0.0151,0.0005,0.9956,0,0,0,0,0
2.9,-0.0166,0.0039,0.9976,0,0,0,0,0
2.905,-0.0122,0.0034,0.9985,0,0,0,0,0
2.91,-0.0142,0.0029,0.9946,0,0,0,0,0
2.915,-0.0122,0.0034,0.9932,0,0,0,0,0
2.92,-0.0122,0.0029,0.9941,0,0,0,0,0
2.925,-0.0142,0.0024,0.9971,0,0,0,0,0
2.93,-0.0127,-0.001,0.9961,0,0,0,0,0
2.935,-0.0107,0,0.998,0,0,0,0,0
2.94,-0.0151,0.0005,0.9971,0,0,0,0,0
2.945,-0.0156,0.0034,0.9995,0,0,0,0,0
2.95,-0.0122,0.0034,0.9961,0,0,0,0,0
2.955,-0.0156,0.0029,0.9956,0,0,0,0,0
2.96,-0.0151,0.0039,0.9932,0,0,0,0,0
2.965,-0.0132,0.0024,0.9951,0,0,0,0,0
2.97,-0.0107,0.0024,1.0029,0,0,0,0,0
2.975,-0.0098,0,0.999,0,0,0,0,0
2.98,-0.0166,0.0059,0.9951,0,0,0,0,0
2.985,-0.0112,0.002,0.9961,0,0,0,0,0
2.99,-0.0171,0.0034,0.9951,0,0,0,0,0
2.995,-0.0103,0.0029,0.9961,0,0,0,0,0
3,-0.0161,0.0039,0.9932,0,0,0,0,0
3.005,-0.0142,0.0039,1.0005,0,0,0,0,0
3.01,-0.0151,0.0059,0.998,0,0,0,0,0
3.015,-0.0088,0.0054,1.0029,0,0,0,0,0
3.02,-0.0127,0.0034,0.9912,0,0,0,0,0
3.025,-0.0117,0.0024,1.001,0,0,0,0,0
3.03,-0.0156,0.0005,0.9985,0,0,0,0,0
3.035,-0.0103,0.0044,0.9956,0,0,0,0,0
3.04,-0.0132,0.002,1,0,0,0,0,0
3.045,-0.0166,0.0034,0.9951,0,0,0,0,0
3.05,-0.0146,0.0024,0.9946,0,0,0,0,0
3.055,-0.0146,0.002,0.9951,0,0,0,0,0
3.06,-0.0142,0.0015,0.9995,0,0,0,0,0
3.065,-0.0137,0.0063,0.9985,0,0,0,0,0
3.07,-0.0156,0.002,0.998,0,0,0,0,0
3.075,-0.0142,0.0024,0.9961,0,0,0,0,0
3.08,-0.0142,0.0024,0.9941,0,0,0,0,0
3.085,-0.0146,0.0029,0.998,0,0,0,0,0
3.09,-0.0112,0.0034,0.9976,0,0,0,0,0
3.095,-0.0176,0,0.9946,0,0,0,0,0
3.1,-0.0137,0.0024,0.9956,0,0,0,0,0
3.105,-0.0146,0,0.9902,0,0,0,0,0
3.11,-0.0112,0.0015,0.9976,0,0,0,0,0
3.115,-0.0083,0.0024,1.0039,0,0,0,0,0
3.12,-0.0156,0.001,0.9946,0,0,0,0,0
3.125,-0.0161,0.0005,0.9976,0,0,0,0,0
3.13,-0.0098,0.0024,0.9995,0,0,0,0,0
3.135,-0.0132,0.0054,0.9985,0,0,0,0,0
3.14,-0.0112,0.002,0.999,0,0,0,0,0
3.145,-0.0127,0.0068,0.9961,0,0,0,0,0
3.15,-0.0117,0.0029,0.9985,0,0,0,0,0
3.155,-0.0186,0,0.9902,0,0,0,0,0
3.16,-0.0112,0.0054,0.9966,0,0,0,0,0
3.165,-0.0146,0.0034,0.9941,0,0,0,0,0
3.17,-0.0132,0.0034,0.9941,0,0,0,0,0
3.175,-0.0146,0.0044,1,0,0,0,0,0
3.18,-0.0166,0.0044,0.9941,0,0,0,0,0
3.185,-0.0142,0.0015,0.9946,0,0,0,0,0
3.19,-0.0142,0.0054,1,0,0,0,0,0
3.195,-0.0132,0.0044,0.9966,0,0,0,0,0
3.2,-0.0156,0.002,0.9956,0,0,0,0,0
3.205,-0.0137,0.0044,0.9961,0,0,0,0,0
3.21,-0.0127,0.002,0.9966,0,0,0,0,0
3.215,-0.0137,0.0054,0.9985,0,0,0,0,0
3.22,-0.0132,0.0005,0.9951,0,0,0,0,0
3.225,-0.0132,0.0049,0.9932,0,0,0,0,0
3.23,-0.0151,-0.0005,0.9937,0,0,0,0,0
3.235,-0.0132,0.0005,0.9995,0,0,0,0,0
3.24,-0.0142,0.001,0.9961,0,0,0,0,0
3.245,-0.0137,-0.0024,0.9951,0,0,0,0,0
3.25,-0.0103,0.0015,0.9961,0,0,0,0,0
3.255,-0.0186,0.0015,1.0034,0,0,0,0,0
3.26,-0.0132,0.0015,0.9937,0,0,0,0,0
3.265,-0.0171,0.0024,0.9956,0,0,0,0,0
3.27,-0.0171,0.0029,0.9937,0,0,0,0,0
3.275,-0.0122,0.0044,0.9966,0,0,0,0,0
3.28,-0.0112,0.0073,1.001,0,0,0,0,0
3.285,-0.0112,0.0039,0.9951,0,0,0,0,0
3.29,-0.0098,0.0205,0.9966,0,0,0,0,0
3.295,-0.0254,-0.0146,0.9775,0.5493,-0.7935,-0.6714,0,0
3.3,-0.0034,0.0146,1.0142,-0.061,-0.4272,-0.1221,0,0
3.305,-0.0156,-0.001,0.9912,0.1221,0.3662,-0.1831,0,0
3.31,-0.0181,0.0063,0.9961,0.7324,-0.3052,-0.061,0,0
3.315,-0.0093,0.0063,1.001,0.5493,-0.3662,0,0,0
3.32,-0.0146,0.0024,0.9951,0.2441,0.3662,0,0,0
3.325,-0.0146,0.0024,0.9956,0.3662,-0.1831,0,0,0
3.33,-0.0127,0.0044,0.9966,0.1831,-0.1831,0,0,0
3.335,-0.0132,0.002,0.9976,0.1831,0.1831,-0.1221,0,0
3.34,-0.0156,0.002,0.9966,0.4272,-0.1831,0.1221,0,0
3.345,-0.0117,0.0044,0.9976,0.1221,-0.061,-0.061,0,0
3.35,-0.0171,0.002,0.9966,0.1221,0.1831,-0.1221,0,0
3.355,-0.0137,0.0034,0.9976,0.3052,-0.061,-0.1221,0,0
3.36,-0.0127,0.0049,0.9941,0.1221,-0.061,-0.1221,0,0
3.365,-0.0156,0.0039,0.998,0.1831,0.061,-0.1831,0,0
3.37,-0.0146,0.0029,0.9956,0.2441,0.061,0,0,0
3.375,-0.0146,0.002,0.9971,0.061,0.1831,0.061,0,0
3.38,-0.0142,0.0029,0.9971,0.1831,0.2441,0.4272,0,0
3.385,-0.0132,0,0.9971,0.4272,0.5493,0.6714,0,0
3.39,-0.0137,0.0073,0.9956,0.061,0.1831,0.6104,0,0
3.395,-0.0107,0.0049,0.9966,-1.0376,0.3662,0,0,0
3.4,-0.0171,0.0088,0.9937,-1.2207,0.2441,-0.061,0,0
3.405,-0.0166,0.0063,0.9927,-1.5259,-0.2441,-0.4272,0,0
3.41,-0.0122,0.0029,0.998,-1.5259,-0.1221,-0.2441,0,0
3.415,-0.0151,0.002,0.9961,-1.5869,0.4883,-0.061,0,0
3.42,-0.0195,-0.0005,0.9922,-1.0376,0.1221,-0.1831,0,0
3.425,-0.0156,0.0005,0.9976,-0.4272,-0.3052,-0.1221,0,0
3.43,-0.0107,0.0005,0.999,0,0,-0.1221,0,0
3.435,-0.0146,0.0015,0.998,0.4272,0.061,0.061,0,0
3.44,-0.0127,-0.002,0.9946,0.8545,-0.061,0.1221,0,0
3.445,-0.0142,0.0034,0.9971,1.1597,-0.1831,0.1221,0,0
3.45,-0.0127,0.0054,0.9976,0.7324,-0.1831,0.061,0,0
3.455,-0.0127,0.0044,0.9995,0.4272,0,0.1831,0,0
3.46,-0.0146,0.0039,0.9961,0.1221,0.061,0,0,0
3.465,-0.0127,0.0029,0.9937,-0.3662,0.061,-0.061,0,0
3.47,-0.0146,0.0049,0.9961,-0.4272,0.061,0,0,0
3.475,-0.0127,0.0015,0.9976,-0.7935,0.061,-0.1831,0,0
3.48,-0.0161,0.002,0.9941,-0.6714,-0.1221,-0.061,0,0
3.485,-0.0122,0.0024,0.9946,-0.4883,0,-0.1221,0,0
3.49,-0.0127,0.002,0.9985,-0.1221,0.061,0,0,0
3.495,-0.0151,0.0039,0.9961,0.1831,0.1221,0.061,0,0
3.5,-0.0142,0.002,0.9937,0.3052,0,0.061,0,0
3.505,-0.0117,0,0.9956,0.4883,0,0,0,0
3.51,-0.0122,0.0034,0.9937,0.4883,0,0.1221,0,0
3.515,-0.0137,0.0054,0.9941,0.3052,0,0,0,0
3.52,-0.0122,0.0059,0.9956,0.061,0,0,0,0
3.525,-0.0205,-0.001,0.9932,-0.2441,-0.1221,-0.4883,0,0
3.53,-0.0093,0.0039,0.998,0.2441,-0.6104,0,0,0
3.535,-0.0117,0.0034,1,0,0.3052,0,0,0
3.54,-0.0186,0.0029,0.9951,0.4272,0,-0.061,0,0
3.545,-0.0137,0.0029,1.0005,0.4272,-0.3052,-0.061,0,0
3.55,-0.0122,-0.0005,0.999,0.3662,0.1221,-0.061,0,0
3.555,-0.0181,0.0034,0.9917,0.5493,-0.1831,-0.1221,0,0
3.56,-0.0112,0.0151,0.998,0.6104,-0.2441,0,0,0
3.565,-0.0264,-0.0005,0.9937,0.061,0.061,-0.4883,0,0
3.57,-0.0137,0.0166,0.9966,0.7935,-0.3662,0,0,0
3.575,-0.0137,0.0054,0.9956,0.6714,-0.1221,-0.1221,0,0
3.58,-0.0151,0.0029,0.9956,0.5493,0,0.1831,0,0
3.585,-0.0132,0.001,0.9966,0.4272,-0.1831,-0.1221,0,0
3.59,-0.0142,0.0039,0.999,-0.061,0,-0.061,0,0
3.595,-0.0151,0.001,0.9941,-0.2441,0,0,0,0
3.6,-0.0112,0.0088,0.9985,-0.9766,0,-0.061,0,0
3.605,-0.0146,-0.0068,0.9917,0.6104,0,-0.061,0,0
3.61,-0.0122,0.0166,0.9971,0,-0.4272,-0.1831,0,0
3.615,-0.0093,-0.0083,0.9951,0.2441,0.061,-0.3052,0,0
3.62,-0.019,0.0063,0.9937,0.061,-0.061,0,0,0
3.625,-0.0151,0.0015,0.9932,0.4272,-0.4272,-0.3052,0,0
3.63,-0.0083,0.0122,0.9956,0,0,-0.4883,0,0
3.635,-0.0103,0.0044,0.9937,0.3662,-0.061,-0.3052,0,0
3.64,-0.0132,0,0.9956,0.3662,-0.2441,-0.1221,0,0
3.645,-0.0151,-0.0044,0.9961,0.2441,-0.2441,-0.3052,0,0
3.65,-0.0171,0.0029,0.9961,0.3052,-0.061,-0.1831,0,0
3.655,-0.0151,0.0029,0.9917,0.5493,-0.1831,-0.1831,0,0
3.66,-0.0093,0.0039,0.9995,0.3052,-0.2441,-0.061,0,0
3.665,-0.0117,0.001,0.9927,0.2441,0,-0.1221,0,0
3.67,-0.0176,0.001,0.9961,0.4272,0.1221,0,0,0
3.675,-0.0161,0.0034,1,0.1831,0,-0.061,0,0
3.68,-0.0122,0.0005,0.9937,0.3052,0.2441,0.061,0,0
3.685,-0.0146,0.0068,0.9941,0.7935,-0.1221,-0.1221,0,0
3.69,-0.0073,0.0005,0.9966,0.4883,-0.061,0,0,0
3.695,-0.0161,0.0054,0.9922,0.7324,0,-0.3052,0,0
3.7,-0.0195,0.0059,0.9951,0.6104,-0.3662,-0.3662,0,0
3.705,0.001,0.0039,1.0034,0,0.3052,0.3052,0,0
3.71,-0.0073,-0.0029,0.9985,0.3662,0.9155,0,0,0
3.715,-0.0142,-0.0156,0.9971,0.9155,0.1831,0.1831,0,0
3.72,-0.021,-0.0015,0.9927,0.9766,-0.6714,-0.4272,0,0
3.725,-0.0098,0.0156,0.9941,0.1221,0.3052,-0.3052,0,0
3.73,-0.0146,0.0068,0.9951,0.4883,0.6714,-0.1831,0,0
3.735,-0.0171,0.001,0.9951,1.0376,-0.4272,-0.061,0,0
3.74,-0.0098,0.001,0.9961,1.9531,-0.1221,0,0,0
3.745,-0.0161,0.0024,0.9907,1.4648,0.061,0,0,0
3.75,-0.0098,0.002,1.0015,1.709,0,0.1221,0,0
3.755,-0.0156,0.0122,1.0005,0.9155,0.4883,0.2441,0,0
3.76,-0.0117,0,0.9888,0.3052,0,0.061,0,0
3.765,-0.0098,0.0098,1.0059,0.1221,0.4883,0.4272,0,0
3.77,-0.019,0.0029,0.9888,-2.1362,0.5493,-0.3662,0,0
3.775,-0.0273,-0.0088,0.9692,-1.3428,-0.061,-0.3052,0,0
3.78,-0.0293,0.002,0.9683,1.3428,-1.5869,-0.3052,0,0
3.785,-0.0024,-0.0229,0.9741,1.9531,-2.3804,-0.1831,0,0
3.79,-0.0029,-0.0513,1.0068,3.54,0.7935,-0.6104,0,0
3.795,-0.0205,0.021,0.9956,-0.5493,0.6714,-1.0376,0,0
3.8,-0.0044,0.0195,1.043,0.3052,-1.8921,-0.9766,0,0
3.805,-0.0225,-0.0215,1.0205,-0.061,-2.0752,-0.9155,0,0
3.81,0,0.0059,0.9839,-0.7324,-2.3193,-0.7935,0,0
3.815,-0.0029,0.0093,1.0063,-1.5259,2.4414,-0.7935,0,0
3.82,-0.0508,0,0.9814,0.6714,-0.6104,-0.7324,0,0
3.825,-0.0098,0.021,0.9854,0.9766,-3.9063,-0.5493,0,0
3.83,0.0044,0.0264,1.0234,-2.3804,0.4883,-1.0376,0,0
3.835,-0.0581,0.0049,0.9985,-3.6621,0.8545,-2.1973,0,0
3.84,-0.0474,-0.0181,0.9526,-3.0518,-5.4932,-2.9297,0,1
3.845,0.04,0.042,1.0278,-4.2725,-3.9063,-2.8687,0,1
3.85,-0.0273,0.0679,1.0952,-6.1646,3.7842,-3.9063,0,1
3.855,-0.082,0.2246,1.1885,-5.127,0.7935,-11.7188,0,1
3.86,-0.147,0.1392,1.0332,-6.897,-0.3662,-17.1509,0,1
3.865,-0.0967,0.1104,0.9863,-7.9346,2.2583,-24.5361,0,1
3.87,-0.1284,0.0537,0.9365,-13.4888,7.6904,-31.5552,0,1
3.875,-0.1133,0.0503,0.9644,-16.3574,5.4932,-34.668,0,1
3.88,-0.0415,0.0244,1.0879,-23.2544,2.5635,-35.8276,0,1
3.885,0.0508,-0.0342,1.1841,-35.8276,5.7983,-33.0811,0,1
3.89,0.1323,-0.063,1.2925,-52.124,8.728,-25.7568,0,1
3.895,0.2368,-0.1392,1.3579,-74.1577,9.5215,-12.8784,0,1
3.9,0.3169,-0.1338,1.3882,-90.0269,6.6528,5.249,0,1
3.905,0.3662,-0.3872,1.3394,-102.7832,4.2114,25.2075,0,1
3.91,0.2979,-0.0596,0.9316,-114.3188,-12.4512,49.6216,0,1
3.915,0.2959,0.21,1.1924,-122.5586,-13.3057,68.2373,0,1
3.92,0.1479,0.0063,1.3164,-131.4087,-7.2632,75.9277,0,1
3.925,0.021,-0.0723,1.1265,-132.3242,-16.2964,78.6133,0,1
3.93,0.021,-0.1064,0.8599,-125.061,-24.1699,83.252,0,1
3.935,0.0776,-0.0957,0.6997,-121.2769,-22.3389,88.501,0,1
3.94,0.0786,-0.1792,0.6426,-122.9248,-18.0054,96.6797,0,1
3.945,0.0093,-0.1387,0.6675,-113.7695,-31.189,101.5015,0,1
3.95,-0.0342,0.1113,0.916,-84.7168,-41.9312,97.5952,0,1
3.955,-0.0981,0.7119,1.106,-3.54,-46.7529,64.0259,0,1
3.96,0.1519,0.8018,0.4634,32.1045,-38.208,36.8042,0,1
3.965,0.1172,0.5879,0.4927,39.0015,-5.9204,21.2402,0,1
3.97,0.0039,0.394,0.1172,36.9263,-7.5684,-3.1128,0,1
3.975,-0.0078,0.3135,0.1719,30.7007,-12.6343,-13.7939,0,1
3.98,0.0078,-0.0356,0.4775,14.2822,-8.8501,-30.1514,0,1
3.985,-0.3223,-0.5122,1.1211,-1.709,26.123,-40.7104,0,1
3.99,-0.9121,-1.1904,2.0107,-0.3052,73.9746,-35.0342,0,1
3.995,-0.8569,-1.2852,2.2319,21.0571,87.5244,-23.9868,0,1
4,0.1416,-0.4253,1.3691,44.0674,36.8042,-31.311,0,1
4.005,0.2993,0.0337,0.873,42.7246,18.2495,-40.5273,0,1
4.01,-0.4136,0.2202,0.6895,11.4746,39.7339,-45.8984,0,1
4.015,-0.502,0.2393,0.5649,-13.9771,16.9067,-39.4287,0,1
4.02,-0.0996,0.3555,0.8008,-42.4805,-20.3857,-33.3862,0,1
4.025,0.2368,0.1885,1.4468,-68.6035,-18.1885,-27.3438,0,1
4.03,0.2148,-0.2402,1.7378,-88.3179,2.8687,-20.0195,0,1
4.035,0.0884,-0.4204,1.6597,-93.3838,-17.6392,-10.6812,0,1
4.04,0.1968,-0.395,1.4351,-101.1353,-30.0293,0.4883,0,1
4.045,0.3228,-0.2627,1.3408,-109.1309,-10.0708,8.0566,0,1
4.05,0.2388,-0.2095,1.3149,-127.5635,13.6108,8.4229,0,1
4.055,0.0718,-0.2012,1.4897,-137.8784,21.8506,5.6152,0,1
4.06,0.0054,-0.2856,1.8647,-145.3247,32.4707,2.8687,0,1
4.065,-0.0049,-0.3516,2.1582,-152.4048,61.8896,2.1362,0,1
4.07,-0.0664,-0.3921,2.3291,-157.1045,92.7734,0.7324,0,1
4.075,-0.251,-0.1357,2.1626,-195.0073,91.9189,-3.6621,0,1
4.08,-0.2388,-0.2578,2.4717,-169.3115,128.9673,-2.9297,0,1
4.085,-0.312,-0.709,2.5767,-154.1138,138.2446,-10.9863,0,1
4.09,-0.5127,-0.8149,2.6226,-148.2544,119.2017,-16.2964,0,1
4.095,-0.4839,-0.8677,2.6948,-126.4038,94.2993,-17.7002,0,1
4.1,-0.6328,-0.8633,2.7168,-111.2061,68.1152,-18.5547,0,1
4.105,-0.7783,-0.8042,2.7729,-91.6138,19.5923,-18.3716,0,1
4.11,-0.8066,-0.7314,2.9771,-72.2656,-32.4707,-16.2964,0,1
4.115,-0.8018,-0.6553,3.2188,-55.9692,-69.7021,-12.6343,0,1
4.12,-0.812,-0.5786,3.4766,-40.5884,-101.3184,-8.7891,0,1
4.125,-0.7651,-0.5391,3.8149,-26.3062,-122.3145,-3.9063,0,1
4.13,-0.7056,-0.501,4.1802,-12.6953,-122.1313,1.5869,0,1
4.135,-0.7119,-0.4644,4.4668,0.3052,-108.0322,8.3618,0,1
4.14,-0.6675,-0.4551,4.7207,15.9302,-87.2192,16.4185,0,1
4.145,-0.6401,-0.4463,4.8335,29.9072,-44.4336,25.5737,0,1
4.15,-0.6782,-0.4463,4.7612,46.0205,-5.5542,35.2783,0,1
4.155,-0.667,-0.4199,4.5947,62.3169,33.8745,45.105,0,1
4.16,-0.7148,-0.4111,4.2642,75.7446,63.9648,54.9927,0,1
4.165,-0.769,-0.4658,3.8838,92.7124,77.6367,65.4297,0,1
4.17,-0.7729,-0.5264,3.5435,107.605,83.9233,75.6836,0,1
4.175,-0.7993,-0.5449,3.1807,119.6899,85.7544,85.5713,0,1
4.18,-0.8418,-0.5742,2.8325,130.0659,76.9653,96.1914,0,1
4.185,-0.8525,-0.6123,2.5239,138.5498,61.0352,107.7271,0,1
4.19,-0.8418,-0.6455,2.2544,145.3857,44.1284,119.0796,0,1
4.195,-0.8223,-0.7188,2.0005,151.1841,25.0854,130.5542,0,1
4.2,-0.7832,-0.7603,1.7603,157.7148,2.3804,141.6626,0,1
4.205,-0.6943,-0.7388,1.5527,163.5132,-20.6299,151.4893,0,1
4.21,-0.5781,-0.6899,1.3555,168.9453,-41.3208,159.2407,0,1
4.215,-0.4336,-0.623,1.1919,171.9971,-60.0586,164.7949,0,1
4.22,-0.2622,-0.5674,1.0532,175.1099,-76.9653,166.748,0,1
4.225,-0.0913,-0.5269,0.9404,176.8188,-90.5151,165.2832,0,1
4.23,0.0874,-0.52,0.8623,177.063,-98.6328,160.1563,0,1
4.235,0.23,-0.5879,0.8379,175.1099,-99.7925,151.9165,0,1
4.24,0.3506,-0.5562,0.8096,174.0112,-96.0083,141.0522,0,1
4.245,0.4365,-0.502,0.6953,172.4854,-95.2148,127.1973,0,1
4.25,0.5313,-0.48,0.6372,169.7388,-92.3462,109.6802,0,1
4.255,0.5781,-0.5039,0.5771,164.3066,-78.9185,90.4541,0,1
4.26,0.5815,-0.5171,0.5488,159.1187,-66.2842,69.9463,0,1
4.265,0.5532,-0.5566,0.5449,155.3345,-54.6875,49.7437,0,1
4.27,0.5146,-0.6099,0.5513,152.5269,-40.1001,31.0669,0,1
